ID DEPATAMENTO;DEPARTAMENTO;ID MUNICIPIO;MUNICIPIO;ID LOCALIDAD;LOCALIDAD;AÑO SERVICIO;MES SERVICIO;ENERGÍA ACTIVA;ENERGÍA REACTIVA;POTENCIA MÁXIMA;DÍA DE DEMANDA MÁXIMA;FECHA DE DEMANDA MÁXIMA;PROMEDIO DIARIO EN HORAS
27;CHOCÓ;27006;ACANDÍ;27006007;SAN FRANCISCO (ACANDÍ - CHOCÓ);2021;5;21,171;7,639;108.77;sábado;05/15/2021 06:45:00 PM;7.57
27;CHOCÓ;27025;ALTO BAUDÓ (PIE DE PATO);27025000;CIUDAD BAUDÓ - PIE DE PATO (ALTO BAUDÓ - CHOCÓ);2021;5;47,415;14,585;118.01;martes;5/12/2021 0:00;23.42
27;CHOCÓ;27075;BAHÍA SOLANO (MUTIS);27075000;CIUDAD MUTIS (BAHÍA SOLANO - CHOCÓ);2021;5;687,123;252,377;1,259.72;miércoles;05/26/2021 07:30:00 PM;23.54
27;CHOCÓ;27075;BAHÍA SOLANO (MUTIS);27075001;CUPICA (BAHÍA SOLANO - CHOCÓ);2021;5;65,489;23,692;142.33;lunes;05/24/2021 07:15:00 PM;23.11
27;CHOCÓ;27075;BAHÍA SOLANO (MUTIS);27075002;EL VALLE (BAHÍA SOLANO - CHOCÓ);2021;5;152,969;64,056;314.16;lunes;05/17/2021 07:30:00 PM;23.45
27;CHOCÓ;27077;BAJO BAUDÓ (PIZARRO);27077905;BUENAVISTA (BAJO BAUDÓ (PIZARRO) - CHOCÓ);2021;5;6,458;1,053;24.8;domingo;05/23/2021 06:15:00 PM;9.58
27;CHOCÓ;27077;BAJO BAUDÓ (PIZARRO);27077000;PIZARRO (BAJO BAUDÓ (PIZARRO) - CHOCÓ);2021;5;203,902;96,357;382.8;jueves;05/20/2021 07:45:00 PM;23.55
27;CHOCÓ;27099;BOJAYÁ (BELLAVISTA);27099000;BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCÓ);2021;5;104,812;30,818;229.08;jueves;05/13/2021 07:15:00 PM;19.41
27;CHOCÓ;27099;BOJAYÁ (BELLAVISTA);27099002;LA LOMA DE BOJAYÁ (BOJAYÁ (BELLAVISTA) - CHOCÓ);2021;5;4,754;2,098;60.8;sábado;05/15/2021 09:00:00 PM;3.16
27;CHOCÓ;27099;BOJAYÁ (BELLAVISTA);27099005;NAPIPÍ (BOJAYÁ (BELLAVISTA) - CHOCÓ);2021;5;12,609;3,742;60.8;lunes;05/31/2021 09:30:00 PM;7.35
27;CHOCÓ;27099;BOJAYÁ (BELLAVISTA);27099008;PUERTO CONTO (BOJAYÁ (BELLAVISTA) - CHOCO);2021;5;13,107;3,413;84;domingo;05/23/2021 06:15:00 PM;7.04
27;CHOCÓ;27250;EL LITORAL DEL SAN JUAN;27250000;SANTA GENOVEVA DE DOCORDÓ (EL LITORAL DEL SAN JUAN - CHOCÓ);2021;5;70,139;38,52;176.48;martes;05/26/2021 12:30:00 AM;17.57
27;CHOCÓ;27372;JURADÓ;27372000;JURADÓ (JURADÓ - CHOCÓ);2021;5;161,498;73,009;303.68;miércoles;05/19/2021 07:45:00 PM;24
27;CHOCÓ;27425;MEDIO ATRATO (BETÉ);27425000;BETÉ (MEDIO ATRATO (BETÉ) - CHOCÓ);2021;5;21,576;10,795;72;lunes;05/31/2021 08:00:00 PM;12.36
27;CHOCÓ;27495;NUQUÍ;27495001;ARUSÍ (NUQUÍ - CHOCO);2021;5;11,042;4,901;48;jueves;05/27/2021 07:15:00 PM;9.2
27;CHOCÓ;27495;NUQUÍ;27495912;COMUNIDAD INDÍGENA DE PANGUÍ - EL YUCAL (NUQUÍ - CHOCÓ);2021;5;5,29;1,951;11.32;domingo;05/30/2021 04:00:00 PM;19.08
27;CHOCÓ;27495;NUQUÍ;27495000;NUQUÍ (NUQUÍ - CHOCÓ);2021;5;243,203;77,055;472.74;sábado;5/08/2021 19:45;23.39
27;CHOCÓ;27495;NUQUÍ;27495011;PUERTO JAGUA (NUQUÍ - CHOCÓ);2021;5;795;399;3.79;miércoles;05/19/2021 07:00:00 PM;8.04
27;CHOCÓ;27001;QUIBDÓ;27001029;TAGACHI (QUIBDÓ - CHOCÓ);2021;5;9,391;3,091;41.04;domingo;5/10/2021 0:45;8.41
27;CHOCÓ;27800;UNGUÍA;27800001;BALBOA (UNGUÍA - CHOCÓ);2021;5;21,339;8,718;85.38;viernes;05/14/2021 08:15:00 PM;10.15
27;CHOCÓ;27800;UNGUÍA;27800005;TITUMATE (UNGUÍA - CHOCÓ);2021;5;17,127;5,084;91.96;miércoles;05/26/2021 07:45:00 PM;8.51
27;CHOCÓ;27800;UNGUÍA;27800000;UNGUÍA (UNGUÍA - CHOCÓ);2021;5;411,243;143,941;909.22;martes;5/11/2021 20:30;22.18
27;CHOCÓ;27006;ACANDÍ;27006000;ACANDÍ (ACANDÍ - CHOCÓ);2021;4;556,658;220,397;1,036.64;jueves;04/22/2021 07:45:00 PM;22.21
27;CHOCÓ;27006;ACANDÍ;27006003;CAPURGANÁ (ACANDÍ - CHOCO);2021;4;303,988;112,821;902.18;jueves;4/01/2021 22:15;19.41
27;CHOCÓ;27006;ACANDÍ;27006007;SAN FRANCISCO (ACANDÍ - CHOCÓ);2021;4;21,655;7,659;131.71;jueves;4/01/2021 19:15;7.5
27;CHOCÓ;27025;ALTO BAUDÓ (PIE DE PATO);27025000;CIUDAD BAUDÓ - PIE DE PATO (ALTO BAUDÓ - CHOCÓ);2021;4;46,655;13,827;113.34;jueves;04/16/2021 12:00:00 AM;23.58
27;CHOCÓ;27075;BAHÍA SOLANO (MUTIS);27075000;CIUDAD MUTIS (BAHÍA SOLANO - CHOCÓ);2021;4;634,355;230,615;1,246.52;lunes;04/19/2021 07:30:00 PM;23.5
27;CHOCÓ;27075;BAHÍA SOLANO (MUTIS);27075001;CUPICA (BAHÍA SOLANO - CHOCÓ);2021;4;63,113;23,464;172.1;jueves;04/29/2021 07:30:00 PM;23.17
27;CHOCÓ;27075;BAHÍA SOLANO (MUTIS);27075002;EL VALLE (BAHÍA SOLANO - CHOCÓ);2021;4;147,693;65,713;323.4;jueves;4/01/2021 19:15;23.3
27;CHOCÓ;27077;BAJO BAUDÓ (PIZARRO);27077905;BUENAVISTA (BAJO BAUDÓ (PIZARRO) - CHOCÓ);2021;4;5,813;1,022;22.82;miércoles;04/21/2021 07:45:00 PM;10.6
27;CHOCÓ;27077;BAJO BAUDÓ (PIZARRO);27077000;PIZARRO (BAJO BAUDÓ (PIZARRO) - CHOCÓ);2021;4;199,84;95,308;394.42;jueves;04/29/2021 07:30:00 PM;24
27;CHOCÓ;27099;BOJAYÁ (BELLAVISTA);27099000;BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCÓ);2021;4;98,307;13,956;219.78;jueves;04/29/2021 07:45:00 PM;19.59
27;CHOCÓ;27099;BOJAYÁ (BELLAVISTA);27099002;LA LOMA DE BOJAYÁ (BOJAYÁ (BELLAVISTA) - CHOCÓ);2021;4;12,049;5,517;60.8;martes;04/20/2021 07:00:00 PM;9.12
27;CHOCÓ;27099;BOJAYÁ (BELLAVISTA);27099005;NAPIPÍ (BOJAYÁ (BELLAVISTA) - CHOCÓ);2021;4;11,723;3,565;64;jueves;04/29/2021 06:45:00 PM;7.14
27;CHOCÓ;27099;BOJAYÁ (BELLAVISTA);27099008;PUERTO CONTO (BOJAYÁ (BELLAVISTA) - CHOCO);2021;4;11,317;2,854;69.6;miércoles;04/14/2021 07:30:00 PM;6.24
27;CHOCÓ;27250;EL LITORAL DEL SAN JUAN;27250000;SANTA GENOVEVA DE DOCORDÓ (EL LITORAL DEL SAN JUAN - CHOCÓ);2021;4;66,994;36,181;172.79;miércoles;04/14/2021 01:00:00 PM;16.48
27;CHOCÓ;27372;JURADÓ;27372000;JURADÓ (JURADÓ - CHOCÓ);2021;4;154,67;71,127;302.88;miércoles;04/28/2021 07:30:00 PM;23.57
27;CHOCÓ;27425;MEDIO ATRATO (BETÉ);27425000;BETÉ (MEDIO ATRATO (BETÉ) - CHOCÓ);2021;4;21,552;10,592;80;jueves;04/22/2021 07:15:00 PM;12.42
27;CHOCÓ;27495;NUQUÍ;27495001;ARUSÍ (NUQUÍ - CHOCO);2021;4;11,045;4,619;48;martes;04/13/2021 08:30:00 PM;9.48
27;CHOCÓ;27495;NUQUÍ;27495912;COMUNIDAD INDÍGENA DE PANGUÍ - EL YUCAL (NUQUÍ - CHOCÓ);2021;4;3,3;1,4;11.23;jueves;04/29/2021 06:00:00 PM;20.02
27;CHOCÓ;27495;NUQUÍ;27495000;NUQUÍ (NUQUÍ - CHOCÓ);2021;4;247,974;80,087;480.48;jueves;04/22/2021 07:45:00 PM;24
27;CHOCÓ;27495;NUQUÍ;27495011;PUERTO JAGUA (NUQUÍ - CHOCÓ);2021;4;794;1,653;6.74;viernes;04/16/2021 08:45:00 PM;7.29
27;CHOCÓ;27800;UNGUÍA;27800001;BALBOA (UNGUÍA - CHOCÓ);2021;4;20,04;8,148;84.22;sábado;04/24/2021 08:00:00 PM;9.59
27;CHOCÓ;27800;UNGUÍA;27800005;TITUMATE (UNGUÍA - CHOCÓ);2021;4;15,783;4,726;79.29;jueves;04/29/2021 07:30:00 PM;9.09
27;CHOCÓ;27800;UNGUÍA;27800000;UNGUÍA (UNGUÍA - CHOCÓ);2021;4;402,583;143,376;873.84;jueves;04/22/2021 08:30:00 PM;22.11
27;CHOCÓ;27006;ACANDÍ;27006000;ACANDÍ (ACANDÍ - CHOCÓ);2021;3;595,727;237,934;1,047.38;miércoles;03/31/2021 02:15:00 PM;23.28
27;CHOCÓ;27006;ACANDÍ;27006003;CAPURGANÁ (ACANDÍ - CHOCO);2021;3;297,943;111,12;882.11;lunes;03/29/2021 09:30:00 PM;18.44
27;CHOCÓ;27006;ACANDÍ;27006007;SAN FRANCISCO (ACANDÍ - CHOCÓ);2021;3;23,597;8,422;125.18;domingo;03/28/2021 07:15:00 PM;8.41
27;CHOCÓ;27025;ALTO BAUDÓ (PIE DE PATO);27025000;CIUDAD BAUDÓ - PIE DE PATO (ALTO BAUDÓ - CHOCÓ);2021;3;42,941;12,923;107.45;lunes;03/16/2021 12:30:00 AM;21.1
27;CHOCÓ;27075;BAHÍA SOLANO (MUTIS);27075000;CIUDAD MUTIS (BAHÍA SOLANO - CHOCÓ);2021;3;669,196;223,396;1,265;miércoles;03/24/2021 07:30:00 PM;23.56
27;CHOCÓ;27075;BAHÍA SOLANO (MUTIS);27075001;CUPICA (BAHÍA SOLANO - CHOCÓ);2021;3;65,429;26,16;138.67;jueves;03/25/2021 07:00:00 PM;23.34
27;CHOCÓ;27075;BAHÍA SOLANO (MUTIS);27075002;EL VALLE (BAHÍA SOLANO - CHOCÓ);2021;3;154,153;71,647;343.99;jueves;03/18/2021 07:30:00 PM;23.42
27;CHOCÓ;27077;BAJO BAUDÓ (PIZARRO);27077905;BUENAVISTA (BAJO BAUDÓ (PIZARRO) - CHOCÓ);2021;3;5,262;801;30.98;jueves;3/04/2021 23:30;8.47
27;CHOCÓ;27077;BAJO BAUDÓ (PIZARRO);27077000;PIZARRO (BAJO BAUDÓ (PIZARRO) - CHOCÓ);2021;3;20,858;99,409;390.19;miércoles;03/24/2021 07:00:00 PM;23.49
27;CHOCÓ;27099;BOJAYÁ (BELLAVISTA);27099000;BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCÓ);2021;3;98,984;31,167;210.49;miércoles;03/17/2021 07:15:00 PM;20.1
27;CHOCÓ;27099;BOJAYÁ (BELLAVISTA);27099002;LA LOMA DE BOJAYÁ (BOJAYÁ (BELLAVISTA) - CHOCÓ);2021;3;11,694;5,31;57.6;domingo;3/07/2021 19:30;8.3
27;CHOCÓ;27099;BOJAYÁ (BELLAVISTA);27099005;NAPIPÍ (BOJAYÁ (BELLAVISTA) - CHOCÓ);2021;3;9,823;3,074;60.8;miércoles;03/31/2021 10:00:00 PM;5.46
27;CHOCÓ;27099;BOJAYÁ (BELLAVISTA);27099008;PUERTO CONTO (BOJAYÁ (BELLAVISTA) - CHOCO);2021;3;10,563;2,695;72;sábado;3/06/2021 19:45;5.4
27;CHOCÓ;27250;EL LITORAL DEL SAN JUAN;27250000;SANTA GENOVEVA DE DOCORDÓ (EL LITORAL DEL SAN JUAN - CHOCÓ);2021;3;72,058;37,684;184.54;lunes;3/08/2021 22:15;17.7
27;CHOCÓ;27372;JURADÓ;27372000;JURADÓ (JURADÓ - CHOCÓ);2021;3;157,427;75,971;282.24;miércoles;03/31/2021 09:15:00 PM;23.58
27;CHOCÓ;27425;MEDIO ATRATO (BETÉ);27425000;BETÉ (MEDIO ATRATO (BETÉ) - CHOCÓ);2021;3;21,814;11,045;80;martes;3/09/2021 19:45;12.21
27;CHOCÓ;27495;NUQUÍ;27495001;ARUSÍ (NUQUÍ - CHOCO);2021;3;11,056;4,85;48;martes;03/30/2021 06:30:00 PM;9.09
27;CHOCÓ;27495;NUQUÍ;27495912;COMUNIDAD INDÍGENA DE PANGUÍ - EL YUCAL (NUQUÍ - CHOCÓ);2021;3;3,434;1,048;11.24;lunes;3/01/2021 19:15;14.01
27;CHOCÓ;27495;NUQUÍ;27495000;NUQUÍ (NUQUÍ - CHOCÓ);2021;3;256,445;83,318;505.47;jueves;03/18/2021 08:00:00 PM;23.59
27;CHOCÓ;27495;NUQUÍ;27495011;PUERTO JAGUA (NUQUÍ - CHOCÓ);2021;3;961;507;4.66;domingo;3/07/2021 19:45;9.54
27;CHOCÓ;27800;UNGUÍA;27800001;BALBOA (UNGUÍA - CHOCÓ);2021;3;18,512;7,623;88.29;jueves;03/25/2021 07:30:00 PM;9.1
27;CHOCÓ;27800;UNGUÍA;27800005;TITUMATE (UNGUÍA - CHOCÓ);2021;3;17,379;5,246;74.62;martes;03/30/2021 09:15:00 PM;11.23
27;CHOCÓ;27800;UNGUÍA;27800000;UNGUÍA (UNGUÍA - CHOCÓ);2021;3;404,312;149,475;836.35;martes;03/30/2021 08:00:00 PM;22.19
27;CHOCÓ;27006;ACANDÍ;27006000;ACANDÍ (ACANDÍ - CHOCÓ);2021;2;539,542;216,056;1,048.43;lunes;2/08/2021 20:30;23.09
27;CHOCÓ;27006;ACANDÍ;27006003;CAPURGANÁ (ACANDÍ - CHOCO);2021;2;271,275;104,026;616.35;viernes;02/19/2021 09:45:00 PM;20.1
27;CHOCÓ;27006;ACANDÍ;27006007;SAN FRANCISCO (ACANDÍ - CHOCÓ);2021;2;19,933;7,002;112.18;viernes;02/26/2021 08:15:00 PM;8.1
27;CHOCÓ;27025;ALTO BAUDÓ (PIE DE PATO);27025000;CIUDAD BAUDÓ - PIE DE PATO (ALTO BAUDÓ - CHOCÓ);2021;2;43,051;12,574;107.18;martes;2/09/2021 19:45;23.39
27;CHOCÓ;27075;BAHÍA SOLANO (MUTIS);27075000;CIUDAD MUTIS (BAHÍA SOLANO - CHOCÓ);2021;2;613,16;189,501;1,237.72;jueves;02/25/2021 07:45:00 PM;23.58
27;CHOCÓ;27075;BAHÍA SOLANO (MUTIS);27075001;CUPICA (BAHÍA SOLANO - CHOCÓ);2021;2;55,47;22,238;135.35;martes;2/09/2021 19:15;23.04
27;CHOCÓ;27075;BAHÍA SOLANO (MUTIS);27075002;EL VALLE (BAHÍA SOLANO - CHOCÓ);2021;2;143,405;67,06;333.43;miércoles;2/03/2021 19:15;23.39
27;CHOCÓ;27077;BAJO BAUDÓ (PIZARRO);27077905;BUENAVISTA (BAJO BAUDÓ (PIZARRO) - CHOCÓ);2021;2;5,367;752;24.1;martes;2/02/2021 19:00;9.28
27;CHOCÓ;27077;BAJO BAUDÓ (PIZARRO);27077000;PIZARRO (BAJO BAUDÓ (PIZARRO) - CHOCÓ);2021;2;180,241;84,311;377.52;miércoles;2/10/2021 19:30;23.27
27;CHOCÓ;27099;BOJAYÁ (BELLAVISTA);27099000;BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCÓ);2021;2;26,895;8,876;222.11;martes;2/09/2021 19:30;6.26
27;CHOCÓ;27099;BOJAYÁ (BELLAVISTA);27099002;LA LOMA DE BOJAYÁ (BOJAYÁ (BELLAVISTA) - CHOCÓ);2021;2;10,977;4,951;60.8;sábado;02/13/2021 07:00:00 PM;8.26
27;CHOCÓ;27099;BOJAYÁ (BELLAVISTA);27099005;NAPIPÍ (BOJAYÁ (BELLAVISTA) - CHOCÓ);2021;2;9,081;2,828;60.8;domingo;02/28/2021 06:45:00 PM;5.54
27;CHOCÓ;27099;BOJAYÁ (BELLAVISTA);27099008;PUERTO CONTO (BOJAYÁ (BELLAVISTA) - CHOCO);2021;2;9,549;2,434;79.2;sábado;02/27/2021 11:00:00 PM;5.42
27;CHOCÓ;27250;EL LITORAL DEL SAN JUAN;27250000;SANTA GENOVEVA DE DOCORDÓ (EL LITORAL DEL SAN JUAN - CHOCÓ);2021;2;64,914;32,836;175.03;lunes;02/16/2021 12:45:00 AM;17.01
27;CHOCÓ;27372;JURADÓ;27372000;JURADÓ (JURADÓ - CHOCÓ);2021;2;145,467;72,286;296.48;jueves;2/04/2021 19:15;23.57
27;CHOCÓ;27425;MEDIO ATRATO (BETÉ);27425000;BETÉ (MEDIO ATRATO (BETÉ) - CHOCÓ);2021;2;19,415;8,333;80;viernes;02/26/2021 08:00:00 PM;11.54
27;CHOCÓ;27495;NUQUÍ;27495001;ARUSÍ (NUQUÍ - CHOCO);2021;2;8,623;3,574;48;martes;02/16/2021 07:15:00 PM;8.02
27;CHOCÓ;27495;NUQUÍ;27495912;COMUNIDAD INDÍGENA DE PANGUÍ - EL YUCAL (NUQUÍ - CHOCÓ);2021;2;3,466;1,104;11.31;jueves;02/25/2021 02:30:00 PM;17.51
27;CHOCÓ;27495;NUQUÍ;27495000;NUQUÍ (NUQUÍ - CHOCÓ);2021;2;227,597;73,614;477.66;martes;02/23/2021 07:45:00 PM;23.56
27;CHOCÓ;27495;NUQUÍ;27495011;PUERTO JAGUA (NUQUÍ - CHOCÓ);2021;2;638;341;4.37;martes;2/02/2021 20:30;7.25
27;CHOCÓ;27800;UNGUÍA;27800001;BALBOA (UNGUÍA - CHOCÓ);2021;2;18,818;7,894;84.63;sábado;02/27/2021 07:00:00 PM;10.16
27;CHOCÓ;27800;UNGUÍA;27800005;TITUMATE (UNGUÍA - CHOCÓ);2021;2;15,568;4,826;70.31;miércoles;02/24/2021 08:15:00 PM;11.2
27;CHOCÓ;27006;ACANDÍ;27006000;ACANDÍ (ACANDÍ - CHOCÓ);2021;1;582,747;239,826;1,041.04;miércoles;01/20/2021 09:15:00 PM;23.24
27;CHOCÓ;27006;ACANDÍ;27006003;CAPURGANÁ (ACANDÍ - CHOCO);2021;1;342,868;120,789;784.96;jueves;1/07/2021 20:30;20.06
27;CHOCÓ;27025;ALTO BAUDÓ (PIE DE PATO);27025000;CIUDAD BAUDÓ - PIE DE PATO (ALTO BAUDÓ - CHOCÓ);2021;1;42,623;12,05;99.7;miércoles;01/13/2021 12:30:00 AM;23.22
27;CHOCÓ;27075;BAHÍA SOLANO (MUTIS);27075000;CIUDAD MUTIS (BAHÍA SOLANO - CHOCÓ);2021;1;612,501;228,277;1,180.96;jueves;01/21/2021 07:00:00 PM;23.55
27;CHOCÓ;27075;BAHÍA SOLANO (MUTIS);27075001;CUPICA (BAHÍA SOLANO - CHOCÓ);2021;1;60,141;23,512;128.53;viernes;01/15/2021 07:15:00 PM;23.51
27;CHOCÓ;27075;BAHÍA SOLANO (MUTIS);27075002;EL VALLE (BAHÍA SOLANO - CHOCÓ);2021;1;154,611;66,775;327.62;martes;1/12/2021 19:30;23.37
27;CHOCÓ;27077;BAJO BAUDÓ (PIZARRO);27077905;BUENAVISTA (BAJO BAUDÓ (PIZARRO) - CHOCÓ);2021;1;5,223;675;36;sábado;1/02/2021 16:00;7.43
27;CHOCÓ;27077;BAJO BAUDÓ (PIZARRO);27077000;PIZARRO (BAJO BAUDÓ (PIZARRO) - CHOCÓ);2021;1;197,087;92,472;373.3;viernes;01/22/2021 07:30:00 PM;24
27;CHOCÓ;27099;BOJAYÁ (BELLAVISTA);27099000;BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCÓ);2021;1;58,38;18,188;207.17;lunes;01/18/2021 07:00:00 PM;12.33
27;CHOCÓ;27099;BOJAYÁ (BELLAVISTA);27099002;LA LOMA DE BOJAYÁ (BOJAYÁ (BELLAVISTA) - CHOCÓ);2021;1;12,544;5,718;57.6;miércoles;01/27/2021 07:15:00 PM;9.19
27;CHOCÓ;27099;BOJAYÁ (BELLAVISTA);27099005;NAPIPÍ (BOJAYÁ (BELLAVISTA) - CHOCÓ);2021;1;9,737;3,077;60.8;viernes;01/29/2021 08:45:00 PM;5.53
27;CHOCÓ;27099;BOJAYÁ (BELLAVISTA);27099008;PUERTO CONTO (BOJAYÁ (BELLAVISTA) - CHOCO);2021;1;8,939;2,206;67.2;sábado;01/30/2021 07:45:00 PM;5.05
27;CHOCÓ;27372;JURADÓ;27372000;JURADÓ (JURADÓ - CHOCÓ);2021;1;157,001;78,058;283.36;jueves;01/21/2021 07:15:00 PM;23.3
27;CHOCÓ;27425;MEDIO ATRATO (BETÉ);27425000;BETÉ (MEDIO ATRATO (BETÉ) - CHOCÓ);2021;1;17,856;8,172;72;domingo;01/31/2021 08:45:00 PM;11.11
27;CHOCÓ;27495;NUQUÍ;27495001;ARUSÍ (NUQUÍ - CHOCO);2021;1;9,142;3,694;51.2;miércoles;01/13/2021 07:30:00 PM;7.35
27;CHOCÓ;27495;NUQUÍ;27495912;COMUNIDAD INDÍGENA DE PANGUÍ - EL YUCAL (NUQUÍ - CHOCÓ);2021;1;8,149;1,866;11.4;domingo;01/17/2021 05:15:00 PM;23.53
27;CHOCÓ;27495;NUQUÍ;27495000;NUQUÍ (NUQUÍ - CHOCÓ);2021;1;241,626;76,946;480.83;martes;01/19/2021 07:00:00 PM;23.57
27;CHOCÓ;27495;NUQUÍ;27495011;PUERTO JAGUA (NUQUÍ - CHOCÓ);2021;1;882;429;4.99;viernes;1/02/2021 0:15;8.18
27;CHOCÓ;27800;UNGUÍA;27800001;BALBOA (UNGUÍA - CHOCÓ);2021;1;20,52;8,692;79.15;sábado;01/30/2021 08:00:00 PM;10.29
